year,code,date,circulate,return1,return2,type,mean_mv,SB
2014,600801,2014-06-01,5935893.31,-0.038783,-0.037876,1,3496611.82,2
2015,600801,2015-06-01,10270656.38,-0.083626,-0.079692,1,8414587.47,2
2016,600801,2016-06-01,6138187.06,-0.026189,-0.026034,1,6419702.33,1
2017,600801,2017-06-01,9270510.73,0.183212,0.181595,1,5528310.125,2
2018,600801,2018-06-01,14620753.01,0.089145,0.088905,1,4026835.105,2
2019,600801,2019-06-01,27578067.06,0.095865,0.092188,1,4378639.125,2
2020,600801,2020-06-01,32290171.36,-0.045875,-0.045875,1,4823275.33,2
2006,600802,2006-06-01,479448.83,0.085106,0.085106,1,666109.13,1
2007,600802,2007-06-01,1757710.43,-0.172065,-0.172065,1,1683360.0,2
2008,600802,2008-06-01,1436692.37,-0.39212,-0.392226,1,1378859.24,2
2009,600802,2009-06-01,2381936.2,0.025367,0.025367,1,2142864.36,2
2010,600802,2010-06-01,2520366.2,-0.036496,-0.036496,1,2400832.35,2
2011,600802,2011-06-01,4624490.1,0.219537,0.219537,1,3388720.185,2
2012,600802,2012-06-01,2730396.71,-0.189181,-0.189189,1,2520976.5300000003,2
2013,600802,2013-06-01,2738034.19,-0.101504,-0.101504,1,2494599.06,2
2014,600802,2014-06-01,2287423.26,0.027444,0.027444,1,3496611.82,1
2015,600802,2015-06-01,4154785.49,-0.064488,-0.064488,1,8414587.47,1
2016,600802,2016-06-01,3054989.33,-0.006211,-0.006211,1,6419702.33,1
2017,600802,2017-06-01,3299388.47,0.009451,0.009452,1,5528310.125,1
2018,600802,2018-06-01,2696028.08,-0.054886,-0.054886,1,4026835.105,1
2019,600802,2019-06-01,3150457.74,0.033834,0.033835,1,4378639.125,1
2020,600802,2020-06-01,4147148.01,0.006487,0.006487,1,4823275.33,1
2006,600803,2006-06-01,642783.6,0.225197,0.225197,1,666109.13,1
2007,600803,2007-06-01,1153375.2,-0.240479,-0.240479,1,1683360.0,1
2008,600803,2008-06-01,1370461.2,-0.298277,-0.298277,1,1378859.24,1
2009,600803,2009-06-01,1543982.13,-0.108384,-0.108384,1,2142864.36,1
2010,600803,2010-06-01,2236390.61,-0.044391,-0.044391,1,2400832.35,1
2011,600803,2011-06-01,2480051.41,0.026583,0.026583,1,3388720.185,1
2012,600803,2012-06-01,1796290.09,-0.131507,-0.131507,1,2520976.5300000003,1
2013,600803,2013-06-01,1514852.42,-0.247655,-0.247655,1,2494599.06,1
2014,600803,2014-06-01,2206169.11,0.027265,0.027265,1,3496611.82,1
2015,600803,2015-06-01,9231171.89,-0.258023,-0.258023,1,8414587.47,2
2016,600803,2016-06-01,6301583.15,-0.107716,-0.107716,1,6419702.33,1
2017,600803,2017-06-01,13544686.49,-0.062116,-0.062116,1,5528310.125,2
2018,600803,2018-06-01,14186765.74,-0.066343,-0.066343,1,4026835.105,2
2019,600803,2019-06-01,12846767.93,-0.004762,-0.004762,1,4378639.125,2
2020,600803,2020-06-01,12711538.8,0.080695,0.080943,1,4823275.33,2
2006,600804,2006-06-01,412312.46,-0.072816,-0.072816,1,666109.13,1
2007,600804,2007-06-01,2812251.64,-0.007202,-0.007202,1,1683360.0,2
2008,600804,2008-06-01,2954571.27,-0.285823,-0.285465,1,1378859.24,2
2009,600804,2009-06-01,4133259.38,-0.082497,-0.082497,1,2142864.36,2
2010,600804,2010-06-01,10307171.29,-0.037652,-0.037594,1,2400832.35,2
2011,600804,2011-06-01,10560863.44,0.028683,0.028683,1,3388720.185,2
2012,600804,2012-06-01,7950764.11,-0.136628,-0.136628,1,2520976.5300000003,2
2013,600804,2013-06-01,14174847.13,-0.17907,-0.17907,1,2494599.06,2
2014,600804,2014-06-01,19328120.17,0.040791,0.040802,1,3496611.82,2
2015,600804,2015-06-01,40385084.96,-0.282604,-0.282603,1,8414587.47,2
2016,600804,2016-06-01,25323832.12,-0.019892,-0.019892,1,6419702.33,2
2017,600804,2017-06-01,24986350.76,0.067348,0.067348,1,5528310.125,2
2018,600804,2018-06-01,17188294.31,-0.224806,-0.224806,1,4026835.105,2
2019,600804,2019-06-01,10771331.1,-0.070457,-0.070457,1,4378639.125,2
2020,600804,2020-06-01,12862573.57,0.322533,0.322533,1,4823275.33,2
2006,600805,2006-06-01,1148209.81,0.030556,0.030556,1,666109.13,2
2007,600805,2007-06-01,1957218.01,-0.350985,-0.350985,1,1683360.0,2
2008,600805,2008-06-01,1659282.56,-0.23762,-0.236794,1,1378859.24,2
2009,600805,2009-06-01,2618505.75,0.042373,0.042373,1,2142864.36,2
2010,600805,2010-06-01,4876617.52,-0.094949,-0.094949,1,2400832.35,2
2011,600805,2011-06-01,10615026.87,0.182033,0.182033,1,3388720.185,2
2012,600805,2012-06-01,6602546.71,-0.170667,-0.170667,1,2520976.5300000003,2
2013,600805,2013-06-01,7778691.69,-0.233963,-0.232645,1,2494599.06,2
2014,600805,2014-06-01,7804167.76,0.040088,0.040089,1,3496611.82,2
2015,600805,2015-06-01,13273029.6,-0.116462,-0.116461,1,8414587.47,2
2016,600805,2016-06-01,7371518.26,0.064186,0.064242,1,6419702.33,2
2017,600805,2017-06-01,6242011.43,0.030428,0.030429,1,5528310.125,2
2018,600805,2018-06-01,4336404.38,-0.076087,-0.076087,1,4026835.105,2
2019,600805,2019-06-01,5161171.48,0.053819,0.053819,1,4378639.125,2
2020,600805,2020-06-01,3469123.5,-0.030879,-0.030879,1,4823275.33,1
2006,600806,2006-06-01,432000.0,0.0,0.0,1,666109.13,1
2007,600806,2007-06-01,2352055.2,0.405263,0.405263,1,1683360.0,2
2008,600806,2008-06-01,1814499.32,-0.273788,-0.273788,1,1378859.24,2
2009,600806,2009-06-01,1671143.17,-0.073814,-0.073814,1,2142864.36,1
2010,600806,2010-06-01,1739320.74,-0.071126,-0.071126,1,2400832.35,1
2011,600806,2011-06-01,2291083.38,0.152214,0.151786,1,3388720.185,1
2012,600806,2012-06-01,2348921.47,-0.133561,-0.133429,1,2520976.5300000003,1
2013,600806,2013-06-01,1814366.25,-0.225,-0.225,1,2494599.06,1
2014,600806,2014-06-01,1681702.91,0.011737,0.011737,1,3496611.82,1
2016,600806,2016-06-01,2442566.18,-0.086132,-0.086131,1,6419702.33,1
2018,600806,2018-06-01,499438.45,-0.754789,-0.754789,1,4026835.105,1
2006,600807,2006-06-01,240025.5,0.176656,0.176656,1,666109.13,1
2007,600807,2007-06-01,649323.68,-0.243307,-0.243307,1,1683360.0,1
2008,600807,2008-06-01,391891.5,-0.192201,-0.192201,1,1378859.24,1
2009,600807,2009-06-01,593849.56,0.092006,0.092006,1,2142864.36,1
2010,600807,2010-06-01,1164169.62,-0.077829,-0.077829,1,2400832.35,1
2011,600807,2011-06-01,2777419.23,0.475575,0.475575,1,3388720.185,1
2012,600807,2012-06-01,2025900.41,-0.119143,-0.119143,1,2520976.5300000003,1
2014,600807,2014-06-01,2626281.23,-0.013944,-0.013841,1,3496611.82,1
2015,600807,2015-06-01,8861846.18,-0.183838,-0.183838,1,8414587.47,2
2016,600807,2016-06-01,5965095.75,0.055749,0.055749,1,6419702.33,1
2017,600807,2017-06-01,7421584.12,0.021668,0.021668,1,5528310.125,2
2018,600807,2018-06-01,1951805.79,-0.54159,-0.54159,1,4026835.105,1
2019,600807,2019-06-01,3620284.93,0.055046,0.055046,1,4378639.125,1
2020,600807,2020-06-01,4131846.94,0.299505,0.299505,1,4823275.33,1
2006,600808,2006-06-01,2307480.0,-0.049669,-0.049669,1,666109.13,2
2007,600808,2007-06-01,5992963.2,-0.244094,-0.244094,1,1683360.0,2
2008,600808,2008-06-01,6381629.56,-0.292715,-0.292715,1,1378859.24,2
2009,600808,2009-06-01,10073596.55,0.186275,0.186275,1,2142864.36,2
2010,600808,2010-06-01,18917771.26,-0.086455,-0.086455,1,2400832.35,2
2011,600808,2011-06-01,20767774.13,-0.002865,-0.002865,1,3388720.185,2
2012,600808,2012-06-01,12770987.54,-0.126531,-0.126531,1,2520976.5300000003,2
2013,600808,2013-06-01,9548401.9,-0.162304,-0.162304,1,2494599.06,2
2014,600808,2014-06-01,9429046.87,0.01282,0.012821,1,3496611.82,2
2015,600808,2015-06-01,31748436.31,-0.152866,-0.152866,1,8414587.47,2
2016,600808,2016-06-01,14382280.36,-0.020325,-0.020325,1,6419702.33,2
2017,600808,2017-06-01,21125839.2,0.092593,0.092593,1,5528310.125,2
2018,600808,2018-06-01,21424226.76,0.014124,0.014124,1,4026835.105,2
2019,600808,2019-06-01,20350031.54,0.002941,0.002941,1,4378639.125,2
2020,600808,2020-06-01,15396798.06,-0.015267,-0.015267,1,4823275.33,2
2006,600809,2006-06-01,1771564.51,0.218093,0.218093,1,666109.13,2
2007,600809,2007-06-01,5091940.37,-0.14681,-0.146048,1,1683360.0,2
2008,600809,2008-06-01,2254402.87,-0.232901,-0.232901,1,1378859.24,2
2009,600809,2009-06-01,11390233.94,0.287182,0.287182,1,2142864.36,2
2010,600809,2010-06-01,17762877.18,-0.000692,0.000241,1,2400832.35,2
2011,600809,2011-06-01,30326335.52,0.040838,0.040407,1,3388720.185,2
2012,600809,2012-06-01,32633821.15,0.008837,0.00864,1,2520976.5300000003,2
2013,600809,2013-06-01,21213282.52,-0.110013,-0.109155,1,2494599.06,2
2014,600809,2014-06-01,11498464.97,-0.015401,-0.015173,1,3496611.82,2
2015,600809,2015-06-01,24451555.03,0.228895,0.228895,1,8414587.47,2
2016,600809,2016-06-01,19204514.54,0.061244,0.061244,1,6419702.33,2
2017,600809,2017-06-01,30036276.35,0.122291,0.122291,1,5528310.125,2
2018,600809,2018-06-01,54453197.45,-0.024205,-0.024205,1,4026835.105,2
2019,600809,2019-06-01,59786822.77,0.221691,0.221691,1,4378639.125,2
2020,600809,2020-06-01,125547998.57,0.139231,0.138865,1,4823275.33,2
2006,600810,2006-06-01,986431.45,0.019355,0.019355,1,666109.13,2
2007,600810,2007-06-01,1452593.14,-0.203196,-0.203196,1,1683360.0,1
2008,600810,2008-06-01,1184133.95,-0.306098,-0.306098,1,1378859.24,1
2009,600810,2009-06-01,1311079.77,0.058824,0.058824,1,2142864.36,1
2010,600810,2010-06-01,3825722.0,-0.186265,-0.186265,1,2400832.35,2
2011,600810,2011-06-01,7271083.2,0.059278,0.059278,1,3388720.185,2
2012,600810,2012-06-01,3684192.4,-0.09358,-0.09358,1,2520976.5300000003,2
2013,600810,2013-06-01,2127366.8,-0.234076,-0.234076,1,2494599.06,1
2014,600810,2014-06-01,2366198.0,0.01711,0.01711,1,3496611.82,1
2015,600810,2015-06-01,4856234.4,-0.112369,-0.112369,1,8414587.47,1
2016,600810,2016-06-01,3303831.6,0.017711,0.017711,1,6419702.33,1
2017,600810,2017-06-01,3507280.4,0.055925,0.055925,1,5528310.125,1
2018,600810,2018-06-01,6572280.8,0.104012,0.104012,1,4026835.105,2
2019,600810,2019-06-01,5462158.0,-0.003228,-0.003228,1,4378639.125,2
2020,600810,2020-06-01,4099493.32,-0.011096,-0.011096,1,4823275.33,1
2006,600811,2006-06-01,3765640.51,-0.126691,-0.126691,1,666109.13,2
2007,600811,2007-06-01,20459096.17,0.056488,0.056488,1,1683360.0,2
2008,600811,2008-06-01,6117839.9,-0.301544,-0.301544,1,1378859.24,2
2009,600811,2009-06-01,8105143.43,0.094072,0.094072,1,2142864.36,2
2010,600811,2010-06-01,7086511.15,-0.015517,-0.015517,1,2400832.35,2
2011,600811,2011-06-01,8538563.35,-0.044444,-0.044444,1,3388720.185,2
2012,600811,2012-06-01,9134093.45,-0.091211,-0.091211,1,2520976.5300000003,2
2013,600811,2013-06-01,8217350.49,-0.193126,-0.193126,1,2494599.06,2
2014,600811,2014-06-01,8650719.89,-0.045462,-0.045704,1,3496611.82,2
2015,600811,2015-06-01,20551710.26,-0.078012,-0.077612,1,8414587.47,2
2016,600811,2016-06-01,11100923.79,-0.022026,-0.022026,1,6419702.33,2
2017,600811,2017-06-01,16417727.72,0.025157,0.025157,1,5528310.125,2
2019,600811,2019-06-01,13818223.18,0.005405,0.005405,1,4378639.125,2
2020,600811,2020-06-01,16418426.47,0.142119,0.142119,1,4823275.33,2
2006,600812,2006-06-01,1492274.22,0.049505,0.049505,1,666109.13,2
2007,600812,2007-06-01,4099168.42,-0.309789,-0.309789,1,1683360.0,2
2008,600812,2008-06-01,5600244.45,-0.263816,-0.263816,1,1378859.24,2
2009,600812,2009-06-01,7103629.59,0.028117,0.028117,1,2142864.36,2
2010,600812,2010-06-01,9699486.37,-0.231459,-0.231459,1,2400832.35,2
2011,600812,2011-06-01,11849213.47,0.023091,0.023091,1,3388720.185,2
2012,600812,2012-06-01,6541753.27,-0.121547,-0.121547,1,2520976.5300000003,2
2013,600812,2013-06-01,4628599.01,-0.244966,-0.244966,1,2494599.06,2
2014,600812,2014-06-01,5050315.81,0.069717,0.069717,1,3496611.82,2
2015,600812,2015-06-01,12486931.55,0.157293,0.157293,1,8414587.47,2
2016,600812,2016-06-01,8560966.64,-0.02954,-0.029595,1,6419702.33,2
2017,600812,2017-06-01,9768520.33,-0.046178,-0.046178,1,5528310.125,2
2018,600812,2018-06-01,7077692.52,-0.14902,-0.14902,1,4026835.105,2
2019,600812,2019-06-01,7126616.67,0.004759,0.004566,1,4378639.125,2
2020,600812,2020-06-01,21021072.96,0.617315,0.617315,1,4823275.33,2
2006,600814,2006-06-01,889491.96,0.02,0.02,1,666109.13,2
2007,600814,2007-06-01,2099112.41,-0.168317,-0.168317,1,1683360.0,2
2008,600814,2008-06-01,1510724.84,-0.202638,-0.202638,1,1378859.24,2
2009,600814,2009-06-01,2166473.49,0.080495,0.080495,1,2142864.36,2
2010,600814,2010-06-01,2358910.96,-0.090909,-0.090909,1,2400832.35,1
2011,600814,2011-06-01,2303042.02,-0.027523,-0.027523,1,3388720.185,1
2012,600814,2012-06-01,1852986.64,-0.053883,-0.053883,1,2520976.5300000003,1
2013,600814,2013-06-01,1831259.82,-0.131075,-0.131075,1,2494599.06,1
2014,600814,2014-06-01,2147850.51,0.001432,0.001433,1,3496611.82,1
2015,600814,2015-06-01,4947505.35,0.020487,0.020487,1,8414587.47,1
2016,600814,2016-06-01,3286956.19,0.072948,0.072948,1,6419702.33,1
2017,600814,2017-06-01,2799654.85,-0.034261,-0.034261,1,5528310.125,1
2018,600814,2018-06-01,4433165.9,-0.148352,-0.148352,1,4026835.105,2
2019,600814,2019-06-01,3761040.75,-0.003788,-0.003788,1,4378639.125,1
2020,600814,2020-06-01,4047051.45,0.138833,0.138833,1,4823275.33,1
2006,600818,2006-06-01,161909.52,-0.009602,-0.009602,1,666109.13,1
2007,600818,2007-06-01,417279.23,-0.173387,-0.173387,1,1683360.0,1
2008,600818,2008-06-01,473934.22,0.021199,0.021199,1,1378859.24,1
2009,600818,2009-06-01,2514050.35,-0.042959,-0.042885,1,2142864.36,2
2010,600818,2010-06-01,2164515.15,-0.092417,-0.092417,1,2400832.35,1
2011,600818,2011-06-01,2944188.33,0.001472,0.001472,1,3388720.185,1
2012,600818,2012-06-01,2515864.09,-0.148609,-0.148609,1,2520976.5300000003,1
2013,600818,2013-06-01,2784107.55,-0.117647,-0.117647,1,2494599.06,2
2014,600818,2014-06-01,4166643.0,0.014451,0.014451,1,3496611.82,2
2015,600818,2015-06-01,17318576.69,0.19331,0.19331,1,8414587.47,2
2016,600818,2016-06-01,7402870.58,-0.079586,-0.079586,1,6419702.33,2
2017,600818,2017-06-01,5016152.74,-0.008933,-0.008933,1,5528310.125,1
2018,600818,2018-06-01,3643135.6,-0.120115,-0.120115,1,4026835.105,1
2019,600818,2019-06-01,2822180.81,-0.063191,-0.063191,1,4378639.125,1
2020,600818,2020-06-01,2810282.92,-0.143582,-0.143582,1,4823275.33,1
2006,600819,2006-06-01,267680.13,-0.055804,-0.055804,1,666109.13,1
2007,600819,2007-06-01,682037.94,-0.402976,-0.402976,1,1683360.0,1
2008,600819,2008-06-01,406531.44,-0.296569,-0.296569,1,1378859.24,1
2009,600819,2009-06-01,4431563.15,-0.102423,-0.102423,1,2142864.36,2
2010,600819,2010-06-01,3431063.0,-0.03811,-0.03811,1,2400832.35,2
2011,600819,2011-06-01,7074188.54,-0.003318,-0.003247,1,3388720.185,2
2012,600819,2012-06-01,3621375.53,-0.182822,-0.182822,1,2520976.5300000003,2
2013,600819,2013-06-01,2745937.9,-0.166667,-0.166667,1,2494599.06,2
2015,600819,2015-06-01,7000440.07,-0.097138,-0.097138,1,8414587.47,1
2016,600819,2016-06-01,4189504.48,-0.015798,-0.015798,1,6419702.33,1
2017,600819,2017-06-01,5030110.13,0.07508,0.07508,1,5528310.125,1
2018,600819,2018-06-01,2885026.02,-0.166307,-0.166307,1,4026835.105,1
2019,600819,2019-06-01,3781925.3,0.036659,0.03666,1,4378639.125,1
2020,600819,2020-06-01,3355898.14,0.013544,0.013544,1,4823275.33,1
2006,600820,2006-06-01,1493050.66,0.149333,0.149333,1,666109.13,2
2007,600820,2007-06-01,4168746.85,-0.15885,-0.15885,1,1683360.0,2
2008,600820,2008-06-01,3844722.36,-0.254268,-0.254268,1,1378859.24,2
2009,600820,2009-06-01,8721568.82,0.041062,0.040799,1,2142864.36,2
2010,600820,2010-06-01,6146908.89,-0.083151,-0.083151,1,2400832.35,2
2011,600820,2011-06-01,7826672.77,0.031915,0.031915,1,3388720.185,2
2012,600820,2012-06-01,6528339.99,-0.047109,-0.047109,1,2520976.5300000003,2
2013,600820,2013-06-01,6598737.5,-0.186681,-0.186681,1,2494599.06,2
2014,600820,2014-06-01,9213282.15,-0.027045,-0.025341,1,3496611.82,2
2015,600820,2015-06-01,42256651.5,-0.382637,-0.382637,1,8414587.47,2
2016,600820,2016-06-01,26378966.23,-0.010113,-0.010429,1,6419702.33,2
2017,600820,2017-06-01,31755370.55,0.052083,0.052083,1,5528310.125,2
2018,600820,2018-06-01,18581607.92,-0.155714,-0.155714,1,4026835.105,2
2019,600820,2019-06-01,19839246.35,0.015299,0.015625,1,4378639.125,2
2020,600820,2020-06-01,17764142.93,-0.064424,-0.063898,1,4823275.33,2
2006,600822,2006-06-01,140846.42,-0.002451,-0.002451,1,666109.13,1
2007,600822,2007-06-01,571963.73,-0.281341,-0.281341,1,1683360.0,1
2008,600822,2008-06-01,533366.02,-0.27958,-0.27958,1,1378859.24,1
2009,600822,2009-06-01,2062766.9,-0.047291,-0.047291,1,2142864.36,1
2010,600822,2010-06-01,2217288.25,-0.032045,-0.031452,1,2400832.35,1
2011,600822,2011-06-01,2895989.19,-0.033058,-0.033058,1,3388720.185,1
2012,600822,2012-06-01,1944803.49,-0.160305,-0.160305,1,2520976.5300000003,1
2013,600822,2013-06-01,1525169.45,-0.215886,-0.215886,1,2494599.06,1
2014,600822,2014-06-01,3676252.59,-0.013815,-0.013815,1,3496611.82,2
2015,600822,2015-06-01,5538147.75,-0.12625,-0.12625,1,8414587.47,1
2017,600822,2017-06-01,4872619.27,0.076115,0.076115,1,5528310.125,1
2018,600822,2018-06-01,3418756.45,-0.213309,-0.213309,1,4026835.105,1
2019,600822,2019-06-01,4916195.54,0.020559,0.020559,1,4378639.125,2
2020,600822,2020-06-01,3929787.25,0.071274,0.071274,1,4823275.33,1
2006,600823,2006-06-01,869061.33,-0.090586,-0.090586,1,666109.13,2
2007,600823,2007-06-01,6718753.89,0.622291,0.622291,1,1683360.0,2
2008,600823,2008-06-01,3153019.09,-0.281131,-0.281131,1,1378859.24,2
2009,600823,2009-06-01,5237647.64,0.075959,0.075959,1,2142864.36,2
2010,600823,2010-06-01,5424549.53,0.140845,0.140845,1,2400832.35,2
2011,600823,2011-06-01,6998338.59,0.110858,0.110858,1,3388720.185,2
2012,600823,2012-06-01,12853136.81,-0.096296,-0.096296,1,2520976.5300000003,2
2013,600823,2013-06-01,9797882.98,-0.182617,-0.182617,1,2494599.06,2
2014,600823,2014-06-01,9996884.19,-0.031746,-0.031746,1,3496611.82,2
2015,600823,2015-06-01,22932057.38,-0.076302,-0.074413,1,8414587.47,2
2016,600823,2016-06-01,16751406.73,-0.027802,-0.027705,1,6419702.33,2
2017,600823,2017-06-01,18369389.96,0.014493,0.014493,1,5528310.125,2
2018,600823,2018-06-01,15679883.33,-0.087336,-0.087336,1,4026835.105,2
2019,600823,2019-06-01,17292885.68,0.010965,0.010965,1,4378639.125,2
2020,600823,2020-06-01,16767722.13,0.041958,0.041958,1,4823275.33,2
2006,600824,2006-06-01,1461428.57,0.037037,0.037037,1,666109.13,2
2007,600824,2007-06-01,3374400.86,-0.173121,-0.173121,1,1683360.0,2
2008,600824,2008-06-01,1892639.16,-0.266571,-0.266571,1,1378859.24,2
2009,600824,2009-06-01,2744140.87,-0.02381,-0.02381,1,2142864.36,2
2010,600824,2010-06-01,4567450.65,-0.147541,-0.147541,1,2400832.35,2
2011,600824,2011-06-01,4443016.9,-0.031898,-0.031898,1,3388720.185,2
2012,600824,2012-06-01,3542702.11,-0.097015,-0.097015,1,2520976.5300000003,2
2013,600824,2013-06-01,3249916.81,-0.08642,-0.08642,1,2494599.06,2
2014,600824,2014-06-01,4927576.57,-0.031088,-0.031088,1,3496611.82,2
2015,600824,2015-06-01,10466488.83,-0.114973,-0.114973,1,8414587.47,2
2016,600824,2016-06-01,6292541.63,-0.008306,-0.008306,1,6419702.33,1
2017,600824,2017-06-01,6029034.86,-0.010381,-0.010381,1,5528310.125,2
2018,600824,2018-06-01,3720715.57,-0.16152,-0.16152,1,4026835.105,1
2019,600824,2019-06-01,4100165.31,0.037333,0.037333,1,4378639.125,1
2020,600824,2020-06-01,4247729.1,0.141643,0.141643,1,4823275.33,1
2006,600825,2006-06-01,1364063.67,-0.042572,-0.042572,1,666109.13,2
2007,600825,2007-06-01,4258057.18,-0.030986,-0.030986,1,1683360.0,2
2008,600825,2008-06-01,4048683.17,-0.085023,-0.085023,1,1378859.24,2
2009,600825,2009-06-01,4553557.39,0.050147,0.050147,1,2142864.36,2
2010,600825,2010-06-01,5465950.08,-0.14825,-0.14825,1,2400832.35,2
2011,600825,2011-06-01,7178379.53,-0.044506,-0.044506,1,3388720.185,2
2012,600825,2012-06-01,6206633.83,-0.123894,-0.123894,1,2520976.5300000003,2
2013,600825,2013-06-01,5203541.49,-0.060377,-0.060377,1,2494599.06,2
2014,600825,2014-06-01,8160574.11,-0.040541,-0.040541,1,3496611.82,2
2015,600825,2015-06-01,17334689.43,-0.017762,-0.017762,1,8414587.47,2
2016,600825,2016-06-01,8306858.41,0.007605,0.007605,1,6419702.33,2
2017,600825,2017-06-01,7408254.86,0.012857,0.012857,1,5528310.125,2
2018,600825,2018-06-01,4346733.46,-0.223881,-0.223881,1,4026835.105,2
2019,600825,2019-06-01,5328928.04,-0.050464,-0.043071,1,4378639.125,2
2020,600825,2020-06-01,6488753.55,-0.044972,-0.045008,1,4823275.33,2
2006,600826,2006-06-01,586062.4,0.179625,0.179625,1,666109.13,1
2007,600826,2007-06-01,2534719.88,-0.101935,-0.101935,1,1683360.0,2
2008,600826,2008-06-01,1486895.84,-0.222479,-0.222479,1,1378859.24,2
2009,600826,2009-06-01,2429869.02,0.008701,0.008701,1,2142864.36,2
2010,600826,2010-06-01,3945624.66,-0.159498,-0.159498,1,2400832.35,2
2011,600826,2011-06-01,4357854.1,-0.031776,-0.031776,1,3388720.185,2
2012,600826,2012-06-01,5367395.59,-0.079365,-0.079365,1,2520976.5300000003,2
2013,600826,2013-06-01,4656510.13,-0.173264,-0.173264,1,2494599.06,2
2014,600826,2014-06-01,6233918.71,-0.046945,-0.046945,1,3496611.82,2
2015,600826,2015-06-01,16249411.59,0.057198,0.057198,1,8414587.47,2
2016,600826,2016-06-01,11012415.1,-0.006322,-0.00636,1,6419702.33,2
2017,600826,2017-06-01,7613625.41,-0.008762,-0.008762,1,5528310.125,2
2018,600826,2018-06-01,5708115.85,-0.101324,-0.101325,1,4026835.105,2
2019,600826,2019-06-01,4702780.78,0.061955,0.06174,1,4378639.125,2
2020,600826,2020-06-01,4399918.33,-0.006389,-0.006567,1,4823275.33,1
2007,600827,2007-06-01,2016057.34,-0.125,-0.125,1,1683360.0,2
2008,600827,2008-06-01,1668583.36,-0.219698,-0.220699,1,1378859.24,2
2009,600827,2009-06-01,1960472.6,0.0424,0.0424,1,2142864.36,1
2010,600827,2010-06-01,3284332.79,-0.101281,-0.101281,1,2400832.35,2
2011,600827,2011-06-01,4074859.1,0.022961,0.022961,1,3388720.185,2
2012,600827,2012-06-01,14028728.85,-0.027515,-0.027515,1,2520976.5300000003,2
2013,600827,2013-06-01,8521429.46,-0.21843,-0.21843,1,2494599.06,2
2014,600827,2014-06-01,13619402.54,-0.149497,-0.149497,1,3496611.82,2
2015,600827,2015-06-01,32105200.92,-0.013744,-0.013744,1,8414587.47,2
2016,600827,2016-06-01,18636752.86,-0.031275,-0.031275,1,6419702.33,2
2017,600827,2017-06-01,25070135.27,0.061398,0.061398,1,5528310.125,2
2018,600827,2018-06-01,15736331.06,-0.147157,-0.147157,1,4026835.105,2
2019,600827,2019-06-01,15739653.72,0.048077,0.048077,1,4378639.125,2
2020,600827,2020-06-01,23184301.34,0.479017,0.479017,1,4823275.33,2
2006,600828,2006-06-01,428492.81,0.000954,0.000955,1,666109.13,1
2007,600828,2007-06-01,850605.15,-0.198649,-0.198649,1,1683360.0,1
2008,600828,2008-06-01,1384094.35,-0.291352,-0.291352,1,1378859.24,2
2009,600828,2009-06-01,3527205.67,0.035651,0.035651,1,2142864.36,2
2010,600828,2010-06-01,5102568.23,-0.038462,-0.038462,1,2400832.35,2
2011,600828,2011-06-01,5340202.12,0.068241,0.068241,1,3388720.185,2
2012,600828,2012-06-01,3383002.73,-0.037217,-0.037217,1,2520976.5300000003,2
2013,600828,2013-06-01,2497250.97,-0.111336,-0.111336,1,2494599.06,2
2014,600828,2014-06-01,2672443.1,0.03304,0.03304,1,3496611.82,1
2015,600828,2015-06-01,5948892.53,0.209102,0.208525,1,8414587.47,1
2016,600828,2016-06-01,3874757.59,0.079365,0.079365,1,6419702.33,1
2017,600828,2017-06-01,4740879.87,0.1669,0.1669,1,5528310.125,1
2018,600828,2018-06-01,3266915.9,-0.155629,-0.155629,1,4026835.105,1
2019,600828,2019-06-01,3288762.17,0.02449,0.02449,1,4378639.125,1
2020,600828,2020-06-01,2764656.65,0.134409,0.134409,1,4823275.33,1
2006,600829,2006-06-01,1080357.39,-0.022026,-0.022026,1,666109.13,2
2007,600829,2007-06-01,2094530.73,-0.021818,-0.021818,1,1683360.0,2
2008,600829,2008-06-01,1815449.61,-0.255853,-0.255853,1,1378859.24,2
2009,600829,2009-06-01,3175100.19,0.177461,0.177461,1,2142864.36,2
2010,600829,2010-06-01,6718975.88,-0.155744,-0.154494,1,2400832.35,2
2011,600829,2011-06-01,7144227.52,-0.011965,-0.010949,1,3388720.185,2
2012,600829,2012-06-01,6738305.5,0.045905,0.045905,1,2520976.5300000003,2
2013,600829,2013-06-01,3827264.74,-0.20386,-0.20386,1,2494599.06,2
2014,600829,2014-06-01,3786672.54,-0.006088,-0.006088,1,3496611.82,2
2015,600829,2015-06-01,11504989.76,0.203153,0.203153,1,8414587.47,2
2016,600829,2016-06-01,8628742.32,0.113772,0.113772,1,6419702.33,2
2017,600829,2017-06-01,7155825.29,0.00982,0.00982,1,5528310.125,2
2018,600829,2018-06-01,4152002.35,-0.213187,-0.213187,1,4026835.105,2
2019,600829,2019-06-01,4099812.38,-0.002821,-0.002821,1,4378639.125,1
2020,600829,2020-06-01,4296974.5,0.029167,0.029167,1,4823275.33,1
2006,600830,2006-06-01,735848.59,0.091324,0.091324,1,666109.13,2
2007,600830,2007-06-01,1563939.96,-0.391487,-0.389931,1,1683360.0,1
2008,600830,2008-06-01,2190269.42,-0.425229,-0.424543,1,1378859.24,2
